feature,importance,importance_rank
last10_strikeouts_min,0.0,371
previous_game_stolen_bases,0.0,372
previous_game_singles,0.0,373
previous_game_home_runs,0.0,374
previous_game_hits_runs_rbis,0.0,375
previous_game_hits,0.0,376
last10_stolen_bases_median,0.0,377
last10_stolen_bases_max,0.0,378
last3_home_runs_max,0.0,379
previous_game_hit_by_pitch,0.0,380
previous_game_at_bats,0.0,381
opponent_split_avg_fantasy_score,0.0,382
opponent_pitcher_season_std_walk_rate_bf,0.0,383
opponent_pitcher_season_std_strikeouts,0.0,384
opponent_pitcher_season_std_strikeout_rate_bf,0.0,385
opponent_pitcher_season_std_k_minus_bb_rate,0.0,386
last3_home_runs_median,0.0,387
last20_strikeouts_min,0.0,388
last3_home_runs_per_pa,0.0,389
last20_at_bats_min,0.0,390
last20_at_bats_max,0.0,391
last10_walks_min,0.0,392
last20_hit_by_pitch_avg,0.0,393
last20_fantasy_score_per_pa,0.0,394
last20_fantasy_score_min,0.0,395
opponent_pitcher_last5_avg_hits_per_9,0.0,396
last20_strikeouts_max,0.0,397
opponent_pitcher_last5_avg_fip_component,0.0,398
last3_home_runs_per_ab,0.0,399
last3_singles_max,0.0,400
last3_singles_avg,0.0,401
last3_runs_std,0.0,402
last3_runs_min,0.0,403
last3_runs_median,0.0,404
last3_runs_max,0.0,405
opponent_pitcher_last5_avg_hits,0.0,406
last10_total_bases_max,0.0,407
last20_stolen_bases_std,0.0,408
last20_stolen_bases_median,0.0,409
last20_stolen_bases_max,0.0,410
last3_home_runs_std,0.0,411
opponent_pitcher_season_avg_strikeouts_per_9,0.0,412
opponent_pitcher_season_avg_strikeout_rate_bf,0.0,413
opponent_pitcher_season_avg_k_minus_bb_rate,0.0,414
last20_doubles_max,0.0,415
opponent_pitcher_season_avg_hits,0.0,416
opponent_pitcher_season_avg_fip_component,0.0,417
opponent_pitcher_season_avg_era,0.0,418
opponent_pitcher_season_avg_batters_faced,0.0,419
opponent_pitcher_match_available,0.0,420
opponent_pitcher_last5_avg_strikeout_rate_bf,0.0,421
opponent_pitcher_season_std_hits_per_9,0.0,422
