bet_id,event_date,slate_date,event_id,game_id,commence_time,home_team,away_team,team,opponent,platform,platform_key,player,market,direction,line,sportsbook_odds,projection,raw_projection_edge,probability,sportsbook_implied_probability,no_vig_implied_probability,probability_edge,expected_value,fair_odds,grade,confidence_tier,distribution_method,calibration_sample_size,validation_mae,kelly_fraction,recommended_bankroll_fraction,fetched_at,logged_at,stake,closing_line,closing_odds,actual_result,outcome,profit,grading_status,grading_note,matched_game_pk,graded_at
2026-07-17|||prophetx|shea langeliers|hitter_runs|under|0.5,2026-07-17,,,,2026-07-18T01:40:00Z,,,Athletics,Washington Nationals,Prophetx,,Shea Langeliers,hitter_runs,Under,0.5,103,0.575,0.075,0.6325,0.4926,0.4736,0.1589,0.284,-172.0,B+,Good,empirical_holdout_residuals,5296.0,0.5737,0.2757,0.025,2026-07-17T21:11:51Z,2026-07-17T21:13:27.869549+00:00,,,,1.0,LOSS,-1.0,GRADED,,824981.0,2026-07-18T05:02:19.714710+00:00
2026-07-17|||prophetx|tyler soderstrom|hitter_rbis|under|0.5,2026-07-17,,,,2026-07-18T01:40:00Z,,,Athletics,Washington Nationals,Prophetx,,Tyler Soderstrom,hitter_rbis,Under,0.5,-154,0.586,0.086,0.722,0.6063,0.5792,0.1428,0.1909,-260.0,A+,Elite,empirical_holdout_residuals,5296.0,0.6272,0.2939,0.025,2026-07-17T08:30:40Z,2026-07-17T08:32:21.616021+00:00,,,,2.0,LOSS,-1.0,GRADED,,824981.0,2026-07-18T05:02:19.714710+00:00
2026-07-17|||pinnacle|bryce miller|pitcher_outs|under|17.5,2026-07-17,,,,2026-07-18T02:10:00Z,,,Seattle Mariners,San Francisco Giants,Pinnacle,,Bryce Miller,pitcher_outs,Under,17.5,131,16.752,-0.748,0.5962,0.4329,0.4001,0.1961,0.3773,-148.0,B,Playable,normal_residual_std,,,0.288,0.025,2026-07-17T06:53:19Z,2026-07-17T06:53:51.697322+00:00,,,,17.0,WIN,1.31,GRADED,,823115.0,2026-07-18T05:02:19.714710+00:00
2026-07-17|||pinnacle|willy adames|hitter_total_bases|over|0.5,2026-07-17,,,,2026-07-18T02:10:00Z,,,San Francisco Giants,Seattle Mariners,Pinnacle,,Willy Adames,hitter_total_bases,Over,0.5,-133,1.927,1.427,0.8134,0.5708,0.5331,0.2804,0.425,-436.0,A+,Elite,empirical_holdout_residuals,5296.0,1.3495,0.5653,0.025,2026-07-17T08:38:25Z,2026-07-17T08:41:23.609205+00:00,,,,4.0,WIN,0.7518796992481203,GRADED,,823115.0,2026-07-18T05:02:19.714710+00:00
2026-07-18|||betr|brandon lowe|hitter_total_bases|over|0.5,2026-07-18,,,,2026-07-18T17:10:00Z,,,Pittsburgh Pirates,Cleveland Guardians,Betr,,Brandon Lowe,hitter_total_bases,Over,0.5,100,1.795,1.295,0.7582,0.5,0.5,0.2582,0.5164,-314.0,A+,Elite,empirical_holdout_residuals,5296.0,1.3495,0.5164,0.025,2026-07-18T16:30:32Z,2026-07-18T16:32:25.738809+00:00,,,,,,,UNRESOLVED,,,
2026-07-18|||novig|gavin williams|pitcher_outs|under|17.5,2026-07-18,,,,2026-07-18T17:10:00Z,,,Cleveland Guardians,Pittsburgh Pirates,Novig,,Gavin Williams,pitcher_outs,Under,17.5,122,16.807,-0.693,0.5893,0.4505,0.4372,0.1521,0.3082,-143.0,B,Playable,normal_residual_std,,,0.2526,0.025,2026-07-18T16:49:05Z,2026-07-18T16:50:44.653541+00:00,,,,18.0,LOSS,-1.0,GRADED,,824414.0,2026-07-19T06:20:23.343510+00:00
2026-07-18|||parx|gavin williams|pitcher_outs|under|17.5,2026-07-18,,,,2026-07-18T17:10:00Z,,,Cleveland Guardians,Pittsburgh Pirates,Parx,,Gavin Williams,pitcher_outs,Under,17.5,115,16.807,-0.693,0.5893,0.4651,0.4323,0.157,0.2669,-143.0,B,Playable,normal_residual_std,,,0.2321,0.025,2026-07-18T16:30:32Z,2026-07-18T16:32:25.738809+00:00,,,,18.0,LOSS,-1.0,GRADED,,824414.0,2026-07-19T06:20:23.343510+00:00
2026-07-18|||novig|gavin williams|pitcher_strikeouts|under|7.5,2026-07-18,,,,2026-07-18T17:10:00Z,,,Cleveland Guardians,,Novig,,Gavin Williams,pitcher_strikeouts,Under,7.5,-141,5.481,-2.019,0.8118,0.5851,0.565,0.2468,0.3876,-431.0,A+,Elite,poisson,,,0.5465,0.025,2026-07-18T16:49:05Z,2026-07-18T16:50:44.653541+00:00,,,,11.0,LOSS,-1.0,GRADED,,824414.0,2026-07-19T06:20:23.343510+00:00
2026-07-18|||novig|austin martin|hitter_hits_runs_rbis|under|1.5,2026-07-18,,,,2026-07-18T18:20:00Z,,,Minnesota Twins,Chicago Cubs,Novig,,Austin Martin,hitter_hits_runs_rbis,Under,1.5,-115,1.16,-0.34,0.6699,0.5349,0.5097,0.1602,0.2524,-203.0,A,Strong,empirical_holdout_residuals,5346.0,1.5192,0.2903,0.025,2026-07-18T16:49:05Z,2026-07-18T16:50:44.653541+00:00,,,,0.0,WIN,0.8695652173913043,GRADED,,824657.0,2026-07-19T06:20:23.343510+00:00
2026-07-18|||novig|matthew boyd|pitcher_strikeouts|under|4.5,2026-07-18,,,,2026-07-18T18:20:00Z,,,Chicago Cubs,,Novig,,Matthew Boyd,pitcher_strikeouts,Under,4.5,127,3.588,-0.912,0.7087,0.4405,0.438,0.2707,0.6088,-243.0,A+,Elite,poisson,,,0.4794,0.025,2026-07-18T16:34:37Z,2026-07-18T16:37:00.435090+00:00,,,,4.0,WIN,1.27,GRADED,,824657.0,2026-07-19T06:20:23.343510+00:00
2026-07-18|||pinnacle|matthew boyd|pitcher_strikeouts|under|4.5,2026-07-18,,,,2026-07-18T18:20:00Z,,,Chicago Cubs,,Pinnacle,,Matthew Boyd,pitcher_strikeouts,Under,4.5,124,3.588,-0.912,0.7087,0.4464,0.4138,0.2949,0.5876,-243.0,A+,Elite,poisson,,,0.4738,0.025,2026-07-18T16:30:32Z,2026-07-18T16:32:25.738809+00:00,,,,4.0,WIN,1.24,GRADED,,824657.0,2026-07-19T06:20:23.343510+00:00
2026-07-18|||betr|pete crow-armstrong|hitter_fantasy_score|under|7.5,2026-07-18,,,,2026-07-18T18:20:00Z,,,Chicago Cubs,Minnesota Twins,Betr,,Pete Crow-Armstrong,hitter_fantasy_score,Under,7.5,-100,7.538,0.038,0.6309,0.5,0.5,0.1309,0.2618,-171.0,B+,Good,empirical_holdout_residuals,5346.0,5.5305,0.2618,0.025,2026-07-18T16:30:32Z,2026-07-18T16:32:25.738809+00:00,,,,0.0,WIN,1.0,GRADED,,824657.0,2026-07-19T06:20:23.343510+00:00
2026-07-18|||prophetx|pete crow-armstrong|hitter_runs|under|0.5,2026-07-18,,,,2026-07-18T18:20:00Z,,,Chicago Cubs,Minnesota Twins,Prophetx,,Pete Crow-Armstrong,hitter_runs,Under,0.5,113,0.768,0.268,0.6253,0.4695,0.4505,0.1748,0.332,-167.0,B+,Good,empirical_holdout_residuals,5296.0,0.5737,0.2938,0.025,2026-07-18T16:30:32Z,2026-07-18T16:32:25.738809+00:00,,,,0.0,WIN,1.13,GRADED,,824657.0,2026-07-19T06:20:23.343510+00:00
2026-07-18|||betr|ryan jeffers|hitter_total_bases|under|1.5,2026-07-18,,,,2026-07-18T18:20:00Z,,,Minnesota Twins,Chicago Cubs,Betr,,Ryan Jeffers,hitter_total_bases,Under,1.5,-100,1.479,-0.021,0.6523,0.5,0.5,0.1523,0.3046,-188.0,A,Strong,empirical_holdout_residuals,5296.0,1.3495,0.3046,0.025,2026-07-18T16:30:32Z,2026-07-18T16:32:25.738809+00:00,,,,1.0,WIN,1.0,GRADED,,824657.0,2026-07-19T06:20:23.343510+00:00
2026-07-18|||draftkings|alec burleson|hitter_hits|under|1.5,2026-07-18,,,,2026-07-18T19:00:00Z,,,St. Louis Cardinals,Arizona Diamondbacks,DraftKings,,Alec Burleson,hitter_hits,Under,1.5,-211,0.972,-0.528,0.7951,0.6785,0.6355,0.1596,0.172,-388.0,A+,Elite,empirical_holdout_residuals,5296.0,0.6828,0.3629,0.025,2026-07-18T16:34:37Z,2026-07-18T16:37:00.435090+00:00,,,,2.0,LOSS,-1.0,GRADED,,825059.0,2026-07-19T06:20:23.343510+00:00
2026-07-18|||underdog|cj abrams|hitter_hits_runs_rbis|under|2.5,2026-07-18,,,,2026-07-18T19:00:00Z,,,Washington Nationals,Athletics,Underdog,,CJ Abrams,hitter_hits_runs_rbis,Under,2.5,-157,1.811,-0.689,0.7117,0.6109,0.5689,0.1428,0.1651,-247.0,A+,Elite,empirical_holdout_residuals,5346.0,1.5192,0.2591,0.025,2026-07-18T16:30:32Z,2026-07-18T16:32:25.738809+00:00,,,,0.0,WIN,0.6369426751592356,GRADED,,824979.0,2026-07-19T06:20:23.343510+00:00
2026-07-18|||underdog|carlos cortes|hitter_total_bases|under|1.5,2026-07-18,,,,2026-07-18T19:00:00Z,,,Athletics,Washington Nationals,Underdog,,Carlos Cortes,hitter_total_bases,Under,1.5,-132,0.95,-0.55,0.7399,0.569,0.5286,0.2113,0.3005,-284.0,A+,Elite,empirical_holdout_residuals,5296.0,1.3495,0.3966,0.025,2026-07-18T16:49:05Z,2026-07-18T16:50:44.653541+00:00,,,,6.0,LOSS,-1.0,GRADED,,824979.0,2026-07-19T06:20:23.343510+00:00
2026-07-18|||underdog|dustin may|pitcher_strikeouts|over|1.5,2026-07-18,,,,2026-07-18T19:00:00Z,,,St. Louis Cardinals,,Underdog,,Dustin May,pitcher_strikeouts,Over,1.5,284,4.08,2.58,0.9141,0.2604,0.3425,0.5716,2.5102,-1064.0,A+,Elite,poisson,,,0.8839,0.025,2026-07-18T16:30:32Z,2026-07-18T16:32:25.738809+00:00,,,,6.0,WIN,2.84,GRADED,,825059.0,2026-07-19T06:20:23.343510+00:00
2026-07-18|||underdog|dustin may|pitcher_strikeouts|over|2.5,2026-07-18,,,,2026-07-18T19:00:00Z,,,St. Louis Cardinals,,Underdog,,Dustin May,pitcher_strikeouts,Over,2.5,1220,4.08,1.58,0.7734,0.0758,0.1316,0.6418,9.2087,-341.0,A+,Elite,poisson,,,0.7548,0.025,2026-07-18T16:34:37Z,2026-07-18T16:37:00.435090+00:00,,,,6.0,WIN,12.2,GRADED,,825059.0,2026-07-19T06:20:23.343510+00:00
2026-07-18|||underdog|j.t. ginn|pitcher_strikeouts|over|1.5,2026-07-18,,,,2026-07-18T19:00:00Z,,,Athletics,,Underdog,,J.T. Ginn,pitcher_strikeouts,Over,1.5,243,4.32,2.82,0.9292,0.2915,0.3683,0.5609,2.1873,-1313.0,A+,Elite,poisson,,,0.9001,0.025,2026-07-18T16:30:32Z,2026-07-18T16:32:25.738809+00:00,,,,7.0,WIN,2.43,GRADED,,824979.0,2026-07-19T06:20:23.343510+00:00
2026-07-18|||underdog|james wood|hitter_hits_runs_rbis|under|2.5,2026-07-18,,,,2026-07-18T19:00:00Z,,,Washington Nationals,Athletics,Underdog,,James Wood,hitter_hits_runs_rbis,Under,2.5,-127,2.074,-0.426,0.6809,0.5595,0.5198,0.1611,0.2171,-213.0,A,Strong,empirical_holdout_residuals,5346.0,1.5192,0.2757,0.025,2026-07-18T16:30:32Z,2026-07-18T16:32:25.738809+00:00,,,,0.0,WIN,0.7874015748031497,GRADED,,824979.0,2026-07-19T06:20:23.343510+00:00
2026-07-18|||underdog|james wood|hitter_runs|under|0.5,2026-07-18,,,,2026-07-18T19:00:00Z,,,Washington Nationals,Athletics,Underdog,,James Wood,hitter_runs,Under,0.5,160,0.672,0.172,0.6317,0.3846,0.3516,0.2801,0.6425,-172.0,B+,Good,empirical_holdout_residuals,5296.0,0.5737,0.4016,0.025,2026-07-18T16:30:32Z,2026-07-18T16:32:25.738809+00:00,,,,0.0,WIN,1.6,GRADED,,824979.0,2026-07-19T06:20:23.343510+00:00
2026-07-18|||underdog|joshua kuroda-grauer|hitter_hits|under|1.5,2026-07-18,,,,2026-07-18T19:00:00Z,,,Athletics,Washington Nationals,Underdog,,Joshua Kuroda-Grauer,hitter_hits,Under,1.5,-189,1.048,-0.452,0.7868,0.654,0.6098,0.177,0.2032,-369.0,A+,Elite,empirical_holdout_residuals,5296.0,0.6828,0.384,0.025,2026-07-18T16:49:05Z,2026-07-18T16:50:44.653541+00:00,,,,1.0,WIN,0.5291005291005291,GRADED,,824979.0,2026-07-19T06:20:23.343510+00:00
2026-07-18|||underdog|lawrence butler|hitter_hits_runs_rbis|under|1.5,2026-07-18,,,,2026-07-18T19:00:00Z,,,Athletics,Washington Nationals,Underdog,,Lawrence Butler,hitter_hits_runs_rbis,Under,1.5,115,1.511,0.011,0.607,0.4651,0.4354,0.1716,0.305,-154.0,B+,Good,empirical_holdout_residuals,5346.0,1.5192,0.2652,0.025,2026-07-18T16:30:32Z,2026-07-18T16:32:25.738809+00:00,,,,2.0,LOSS,-1.0,GRADED,,824979.0,2026-07-19T06:20:23.343510+00:00
2026-07-18|||draftkings|mackenzie gore|pitcher_strikeouts|over|5.5,2026-07-18,,,,2026-07-18T19:00:00Z,,,Texas Rangers,,DraftKings,,MacKenzie Gore,pitcher_strikeouts,Over,5.5,114,6.95,1.45,0.6929,0.4673,0.4405,0.2523,0.4827,-226.0,A,Strong,poisson,,,0.4234,0.025,2026-07-18T16:49:05Z,2026-07-18T16:50:44.653541+00:00,,,,7.0,WIN,1.14,GRADED,,824899.0,2026-07-19T06:20:23.343510+00:00
2026-07-18|||underdog|mackenzie gore|pitcher_strikeouts|over|2.5,2026-07-18,,,,2026-07-18T19:00:00Z,,,Texas Rangers,,Underdog,,MacKenzie Gore,pitcher_strikeouts,Over,2.5,1010,6.95,4.45,0.9692,0.0901,0.1527,0.8166,9.7584,-3150.0,A+,Elite,poisson,,,0.9662,0.025,2026-07-18T16:30:32Z,2026-07-18T16:32:25.738809+00:00,,,,7.0,WIN,10.1,GRADED,,824899.0,2026-07-19T06:20:23.343510+00:00
2026-07-18|||underdog|owen murphy|pitcher_strikeouts|over|1.5,2026-07-18,,,,2026-07-18T19:00:00Z,,,Atlanta Braves,,Underdog,,Owen Murphy,pitcher_strikeouts,Over,1.5,207,2.396,0.896,0.6907,0.3257,0.3945,0.2962,1.1204,-223.0,A,Strong,poisson,,,0.5413,0.025,2026-07-18T16:30:32Z,2026-07-18T16:32:25.738809+00:00,,,,2.0,WIN,2.07,GRADED,,824899.0,2026-07-19T06:20:23.343510+00:00
2026-07-18|||underdog|shea langeliers|hitter_hits_runs_rbis|under|2.5,2026-07-18,,,,2026-07-18T19:00:00Z,,,Athletics,Washington Nationals,Underdog,,Shea Langeliers,hitter_hits_runs_rbis,Under,2.5,-137,2.12,-0.38,0.6748,0.5781,0.5387,0.1361,0.1673,-207.0,A,Strong,empirical_holdout_residuals,5346.0,1.5192,0.2292,0.025,2026-07-18T16:34:37Z,2026-07-18T16:37:00.435090+00:00,,,,4.0,LOSS,-1.0,GRADED,,824979.0,2026-07-19T06:20:23.343510+00:00
2026-07-18|||underdog|shea langeliers|hitter_total_bases|under|1.5,2026-07-18,,,,2026-07-18T19:00:00Z,,,Athletics,Washington Nationals,Underdog,,Shea Langeliers,hitter_total_bases,Under,1.5,-103,1.53,0.03,0.6459,0.5074,0.4698,0.1761,0.2729,-182.0,B+,Good,empirical_holdout_residuals,5296.0,1.3495,0.2811,0.025,2026-07-18T16:49:05Z,2026-07-18T16:50:44.653541+00:00,,,,2.0,LOSS,-1.0,GRADED,,824979.0,2026-07-19T06:20:23.343510+00:00
2026-07-18|||underdog|zack littell|pitcher_strikeouts|over|2.5,2026-07-18,,,,2026-07-18T19:00:00Z,,,Washington Nationals,,Underdog,,Zack Littell,pitcher_strikeouts,Over,2.5,1470,4.546,2.046,0.8315,0.0637,0.113,0.7185,12.055,-494.0,A+,Elite,poisson,,,0.8201,0.025,2026-07-18T17:58:46Z,2026-07-18T18:00:37.211279+00:00,,,,4.0,WIN,14.7,GRADED,,824979.0,2026-07-19T06:20:23.343510+00:00
2026-07-18|||prophetx|a.j. ewing|hitter_total_bases|over|0.5,2026-07-18,,,,2026-07-18T19:05:00Z,,,New York Mets,Philadelphia Phillies,Prophetx,,A.J. Ewing,hitter_total_bases,Over,0.5,385,1.659,1.159,0.6934,0.2062,0.1959,0.4974,2.3628,-226.0,A,Strong,empirical_holdout_residuals,5296.0,1.3495,0.6137,0.025,2026-07-18T16:34:37Z,2026-07-18T16:37:00.435090+00:00,,,,1.0,WIN,3.85,GRADED,,823441.0,2026-07-19T06:20:23.343510+00:00
2026-07-18|||prophetx|brandon marsh|hitter_total_bases|over|0.5,2026-07-18,,,,2026-07-18T19:05:00Z,,,Philadelphia Phillies,New York Mets,Prophetx,,Brandon Marsh,hitter_total_bases,Over,0.5,510,1.696,1.196,0.7128,0.1639,0.1557,0.5571,3.3479,-248.0,A+,Elite,empirical_holdout_residuals,5296.0,1.3495,0.6565,0.025,2026-07-18T16:34:37Z,2026-07-18T16:37:00.435090+00:00,,,,0.0,LOSS,-1.0,GRADED,,823441.0,2026-07-19T06:20:23.343510+00:00
2026-07-18|||prophetx|bryson stott|hitter_total_bases|over|0.5,2026-07-18,,,,2026-07-18T19:05:00Z,,,Philadelphia Phillies,New York Mets,Prophetx,,Bryson Stott,hitter_total_bases,Over,0.5,390,1.667,1.167,0.6979,0.2041,0.1939,0.504,2.4197,-231.0,A,Strong,empirical_holdout_residuals,5296.0,1.3495,0.6204,0.025,2026-07-18T16:34:37Z,2026-07-18T16:37:00.435090+00:00,,,,3.0,WIN,3.9,GRADED,,823441.0,2026-07-19T06:20:23.343510+00:00
2026-07-18|||prophetx|carson benge|hitter_total_bases|over|0.5,2026-07-18,,,,2026-07-18T19:05:00Z,,,New York Mets,Philadelphia Phillies,Prophetx,,Carson Benge,hitter_total_bases,Over,0.5,435,1.573,1.073,0.6521,0.1869,0.1777,0.4744,2.4887,-187.0,A,Strong,empirical_holdout_residuals,5296.0,1.3495,0.5721,0.025,2026-07-18T16:34:37Z,2026-07-18T16:37:00.435090+00:00,,,,0.0,LOSS,-1.0,GRADED,,823441.0,2026-07-19T06:20:23.343510+00:00
2026-07-18|||betrivers|jesus luzardo|pitcher_strikeouts|under|6.5,2026-07-18,,,,2026-07-18T19:05:00Z,,,Philadelphia Phillies,,BetRivers,,Jesus Luzardo,pitcher_strikeouts,Under,6.5,108,4.05,-2.45,0.8841,0.4808,0.4496,0.4344,0.8388,-762.0,A+,Elite,poisson,,,0.7767,0.025,2026-07-18T17:58:46Z,2026-07-18T18:00:37.211279+00:00,,,,7.0,LOSS,-1.0,GRADED,,823441.0,2026-07-19T06:20:23.343510+00:00
2026-07-18|||pinnacle|jesús luzardo|pitcher_strikeouts|under|6.5,2026-07-18,,,,2026-07-18T19:05:00Z,,,Philadelphia Phillies,,Pinnacle,,Jesús Luzardo,pitcher_strikeouts,Under,6.5,118,4.05,-2.45,0.8841,0.4587,0.4295,0.4546,0.9272,-762.0,A+,Elite,poisson,,,0.7858,0.025,2026-07-18T16:30:32Z,2026-07-18T16:32:25.738809+00:00,,,,7.0,LOSS,-1.0,GRADED,,823441.0,2026-07-19T06:20:23.343510+00:00
2026-07-18|||pinnacle|davis martin|pitcher_outs|under|16.5,2026-07-18,,,,2026-07-18T19:07:00Z,,,Chicago White Sox,Toronto Blue Jays,Pinnacle,,Davis Martin,pitcher_outs,Under,16.5,-127,13.97,-2.53,0.795,0.5595,0.5232,0.2718,0.421,-388.0,A+,Elite,normal_residual_std,,,0.5346,0.025,2026-07-18T16:30:32Z,2026-07-18T16:32:25.738809+00:00,,,,17.0,LOSS,-1.0,GRADED,,822790.0,2026-07-19T06:20:23.343510+00:00
2026-07-18|||pinnacle|davis martin|pitcher_strikeouts|over|3.5,2026-07-18,,,,2026-07-18T19:07:00Z,,,Chicago White Sox,,Pinnacle,,Davis Martin,pitcher_strikeouts,Over,3.5,-117,5.781,2.281,0.8282,0.5392,0.504,0.3241,0.536,-482.0,A+,Elite,poisson,,,0.6271,0.025,2026-07-18T16:34:37Z,2026-07-18T16:37:00.435090+00:00,,,,5.0,WIN,0.8547008547008547,GRADED,,822790.0,2026-07-19T06:20:23.343510+00:00
2026-07-18|||pinnacle|shane bieber|pitcher_outs|under|15.5,2026-07-18,,,,2026-07-18T19:07:00Z,,,Toronto Blue Jays,Chicago White Sox,Pinnacle,,Shane Bieber,pitcher_outs,Under,15.5,-118,14.181,-1.319,0.6662,0.5413,0.5061,0.1602,0.2308,-200.0,A,Strong,normal_residual_std,,,0.2724,0.025,2026-07-18T16:30:32Z,2026-07-18T16:32:25.738809+00:00,,,,18.0,LOSS,-1.0,GRADED,,822790.0,2026-07-19T06:20:23.343510+00:00
2026-07-18|||betrivers|shane bieber|pitcher_strikeouts|under|4.5,2026-07-18,,,,2026-07-18T19:07:00Z,,,Toronto Blue Jays,,BetRivers,,Shane Bieber,pitcher_strikeouts,Under,4.5,105,3.681,-0.819,0.6909,0.4878,0.4471,0.2438,0.4163,-224.0,A,Strong,poisson,,,0.3965,0.025,2026-07-18T16:49:05Z,2026-07-18T16:50:44.653541+00:00,,,,6.0,LOSS,-1.0,GRADED,,822790.0,2026-07-19T06:20:23.343510+00:00
2026-07-18|||parx|cole carrigg|hitter_hits|under|1.5,2026-07-18,,,,2026-07-18T19:10:00Z,,,Colorado Rockies,Cincinnati Reds,Parx,,Cole Carrigg,hitter_hits,Under,1.5,-186,1.008,-0.492,0.7931,0.6503,0.6095,0.1836,0.2194,-383.0,A+,Elite,empirical_holdout_residuals,5296.0,0.6828,0.4082,0.025,2026-07-18T17:58:46Z,2026-07-18T18:00:37.211279+00:00,,,,2.0,LOSS,-1.0,GRADED,,824331.0,2026-07-19T06:20:23.343510+00:00
2026-07-18|||parx|cole carrigg|hitter_rbis|under|0.5,2026-07-18,,,,2026-07-18T19:10:00Z,,,Colorado Rockies,Cincinnati Reds,Parx,,Cole Carrigg,hitter_rbis,Under,0.5,-152,0.416,-0.084,0.722,0.6032,0.5646,0.1574,0.197,-260.0,A+,Elite,empirical_holdout_residuals,5296.0,0.6272,0.2995,0.025,2026-07-18T17:58:46Z,2026-07-18T18:00:37.211279+00:00,,,,1.0,LOSS,-1.0,GRADED,,824331.0,2026-07-19T06:20:23.343510+00:00
2026-07-18|||parx|cole carrigg|hitter_total_bases|under|1.5,2026-07-18,,,,2026-07-18T19:10:00Z,,,Colorado Rockies,Cincinnati Reds,Parx,,Cole Carrigg,hitter_total_bases,Under,1.5,-118,1.283,-0.217,0.6836,0.5413,0.5,0.1836,0.2629,-216.0,A,Strong,empirical_holdout_residuals,5296.0,1.3495,0.3102,0.025,2026-07-18T16:49:05Z,2026-07-18T16:50:44.653541+00:00,,,,3.0,LOSS,-1.0,GRADED,,824331.0,2026-07-19T06:20:23.343510+00:00
2026-07-18|||novig|dane myers|hitter_hits_runs_rbis|under|1.5,2026-07-18,,,,2026-07-18T19:10:00Z,,,Cincinnati Reds,Colorado Rockies,Novig,,Dane Myers,hitter_hits_runs_rbis,Under,1.5,111,1.124,-0.376,0.6744,0.4739,0.4475,0.2269,0.4229,-207.0,A,Strong,empirical_holdout_residuals,5346.0,1.5192,0.381,0.025,2026-07-18T16:30:32Z,2026-07-18T16:32:25.738809+00:00,,,,0.0,WIN,1.11,GRADED,,824331.0,2026-07-19T06:20:23.343510+00:00
2026-07-18|||novig|edwin arroyo|hitter_hits_runs_rbis|under|1.5,2026-07-18,,,,2026-07-18T19:10:00Z,,,Cincinnati Reds,Colorado Rockies,Novig,,Edwin Arroyo,hitter_hits_runs_rbis,Under,1.5,111,1.575,0.075,0.5894,0.4739,0.4454,0.144,0.2437,-144.0,B,Playable,empirical_holdout_residuals,5346.0,1.5192,0.2196,0.025,2026-07-18T16:30:32Z,2026-07-18T16:32:25.738809+00:00,,,,1.0,WIN,1.11,GRADED,,824331.0,2026-07-19T06:20:23.343510+00:00
2026-07-18|||prophetx|edwin arroyo|hitter_hits_runs_rbis|under|1.5,2026-07-18,,,,2026-07-18T19:10:00Z,,,Cincinnati Reds,Colorado Rockies,Prophetx,,Edwin Arroyo,hitter_hits_runs_rbis,Under,1.5,117,1.575,0.075,0.5894,0.4608,0.4428,0.1466,0.2791,-144.0,B,Playable,empirical_holdout_residuals,5346.0,1.5192,0.2385,0.025,2026-07-18T16:49:05Z,2026-07-18T16:50:44.653541+00:00,,,,1.0,WIN,1.17,GRADED,,824331.0,2026-07-19T06:20:23.343510+00:00
2026-07-18|||parx|elly de la cruz|hitter_hits|under|1.5,2026-07-18,,,,2026-07-18T19:10:00Z,,,Cincinnati Reds,Colorado Rockies,Parx,,Elly De La Cruz,hitter_hits,Under,1.5,-157,0.984,-0.516,0.7948,0.6109,0.5734,0.2214,0.301,-387.0,A+,Elite,empirical_holdout_residuals,5296.0,0.6828,0.4725,0.025,2026-07-18T16:30:32Z,2026-07-18T16:32:25.738809+00:00,,,,1.0,WIN,0.6369426751592356,GRADED,,824331.0,2026-07-19T06:20:23.343510+00:00
2026-07-18|||prophetx|elly de la cruz|hitter_hits|under|1.5,2026-07-18,,,,2026-07-18T19:10:00Z,,,Cincinnati Reds,Colorado Rockies,Prophetx,,Elly De La Cruz,hitter_hits,Under,1.5,-160,0.984,-0.516,0.7948,0.6154,0.5881,0.2067,0.2915,-387.0,A+,Elite,empirical_holdout_residuals,5296.0,0.6828,0.4664,0.025,2026-07-18T16:49:05Z,2026-07-18T16:50:44.653541+00:00,,,,1.0,WIN,0.625,GRADED,,824331.0,2026-07-19T06:20:23.343510+00:00
2026-07-18|||prophetx|elly de la cruz|hitter_hits_runs_rbis|under|2.5,2026-07-18,,,,2026-07-18T19:10:00Z,,,Cincinnati Reds,Colorado Rockies,Prophetx,,Elly De La Cruz,hitter_hits_runs_rbis,Under,2.5,-104,1.915,-0.585,0.7015,0.5098,0.489,0.2124,0.3759,-235.0,A+,Elite,empirical_holdout_residuals,5346.0,1.5192,0.391,0.025,2026-07-18T16:49:05Z,2026-07-18T16:50:44.653541+00:00,,,,1.0,WIN,0.9615384615384616,GRADED,,824331.0,2026-07-19T06:20:23.343510+00:00
2026-07-18|||parx|elly de la cruz|hitter_rbis|under|0.5,2026-07-18,,,,2026-07-18T19:10:00Z,,,Cincinnati Reds,Colorado Rockies,Parx,,Elly De La Cruz,hitter_rbis,Under,0.5,-139,0.646,0.146,0.7214,0.5816,0.5438,0.1776,0.2405,-259.0,A+,Elite,empirical_holdout_residuals,5296.0,0.6272,0.3343,0.025,2026-07-18T16:30:32Z,2026-07-18T16:32:25.738809+00:00,,,,0.0,WIN,0.7194244604316546,GRADED,,824331.0,2026-07-19T06:20:23.343510+00:00
2026-07-18|||prophetx|elly de la cruz|hitter_rbis|under|0.5,2026-07-18,,,,2026-07-18T19:10:00Z,,,Cincinnati Reds,Colorado Rockies,Prophetx,,Elly De La Cruz,hitter_rbis,Under,0.5,-129,0.646,0.146,0.7214,0.5633,0.5395,0.1819,0.2807,-259.0,A+,Elite,empirical_holdout_residuals,5296.0,0.6272,0.3621,0.025,2026-07-18T16:49:05Z,2026-07-18T16:50:44.653541+00:00,,,,0.0,WIN,0.7751937984496124,GRADED,,824331.0,2026-07-19T06:20:23.343510+00:00
2026-07-18|||hardrock|elly de la cruz|hitter_runs|under|0.5,2026-07-18,,,,2026-07-18T19:10:00Z,,,Cincinnati Reds,Colorado Rockies,Hardrock,,Elly De La Cruz,hitter_runs,Under,0.5,145,0.608,0.108,0.6325,0.4082,0.3797,0.2527,0.5496,-172.0,B+,Good,empirical_holdout_residuals,5296.0,0.5737,0.379,0.025,2026-07-18T16:49:05Z,2026-07-18T16:50:44.653541+00:00,,,,0.0,WIN,1.45,GRADED,,824331.0,2026-07-19T06:20:23.343510+00:00
